Date,Open,High,Low,Close,Adj Close,Volume
2021-04-16,35.799999,36.049999,35.680000,36.009998,36.009998,4964200
2021-04-19,36.099998,36.299999,35.830002,36.130001,36.130001,3660900
2021-04-20,35.980000,36.380001,35.950001,36.169998,36.169998,3601200
2021-04-21,36.180000,36.450001,36.090000,36.310001,36.310001,3123900
2021-04-22,35.990002,36.259998,35.849998,36.029999,36.029999,4138900
2021-04-23,35.959999,36.279999,35.860001,36.180000,36.180000,2812500
2021-04-26,36.020000,36.150002,35.549999,35.610001,35.610001,3511000
2021-04-27,35.529999,35.700001,35.279999,35.509998,35.509998,6681900
2021-04-28,35.520000,35.770000,35.189999,35.209999,35.209999,4007600
2021-04-29,35.169998,36.040001,35.169998,35.939999,35.939999,5074800
2021-04-30,35.919998,35.990002,35.250000,35.849998,35.849998,4092700
2021-05-03,35.970001,36.369999,35.830002,36.070000,36.070000,2941600
2021-05-04,36.099998,36.310001,35.650002,35.720001,35.720001,4071800
2021-05-05,35.599998,36.119999,35.509998,35.990002,35.990002,3231900
2021-05-06,36.310001,36.430000,36.040001,36.330002,36.330002,3684800
2021-05-07,36.340000,36.650002,36.180000,36.599998,36.599998,3212200
2021-05-10,36.590000,36.810001,36.279999,36.380001,36.380001,3440200
2021-05-11,36.430000,36.430000,35.509998,35.750000,35.750000,3615000
2021-05-12,35.509998,35.790001,35.250000,35.430000,35.430000,5232200
2021-05-13,35.410000,35.939999,35.380001,35.720001,35.720001,2797600
2021-05-14,36.060001,36.259998,35.869999,36.049999,36.049999,2992900
2021-05-17,36.049999,36.279999,35.830002,35.970001,35.970001,2446500
2021-05-18,36.049999,36.240002,35.939999,36.000000,36.000000,2785200
2021-05-19,35.840000,36.020000,35.570000,35.790001,35.790001,3031200
2021-05-20,35.599998,36.480000,35.599998,36.389999,36.389999,3111500
2021-05-21,36.660000,36.730000,36.160000,36.240002,36.240002,2753200
2021-05-24,36.509998,36.980000,36.419998,36.860001,36.860001,3629700
2021-05-25,36.860001,36.939999,36.490002,36.500000,36.500000,3436800
2021-05-26,36.580002,36.770000,36.389999,36.540001,36.540001,2956600
2021-05-27,36.980000,37.110001,36.549999,36.650002,36.650002,12969700
2021-05-28,36.759998,37.090000,36.759998,36.959999,36.959999,3378400
2021-06-01,37.000000,37.099998,36.770000,36.889999,36.889999,3655700
2021-06-02,36.889999,37.090000,36.680000,37.049999,37.049999,2982900
2021-06-03,36.770000,36.980000,36.520000,36.919998,36.919998,3655700
2021-06-04,37.029999,37.060001,36.779999,36.910000,36.910000,3476600
2021-06-07,36.919998,36.950001,36.680000,36.840000,36.840000,2026200
2021-06-08,35.419998,35.560001,34.650002,35.250000,35.250000,18530500
